Name,Organisation,Country,Pays,URL,Description,Location,Latitude,Longitude
Washington Transparency,United States,United States,États-Unis,http://fiscal.wa.gov,,"47.0358,-122.9047",47.0358,-122.9047
Crowdsourced Food Banks/pantries,United States,United States,États-Unis,http://foodpantries.org,,"37.2753636,-104.6600208",37.2753636,-104.6600208
Google Owned Community Knowledge Based Database,United States,United States,États-Unis,http://freebase.com,,"38.8833,-77.0167",38.8833,-77.0167
"Fayetteville, Ar Gis",United States,United States,États-Unis,http://ftp://ftp.accessfayetteville.org/published/gis/,,"36.0764,-94.1608",36.0764,-94.1608
"Bonner County, Id - Gis",United States,United States,États-Unis,http://ftp://ftp.co.bonner.id.us/gisdata/,,"48.2900,-116.6000",48.29,-116.6
Global Administrative Areas,International Organizations,United States,États-Unis,http://gadm.org,,"37.8719034,-122.2607286",37.8719034,-122.2607286
Global Administrative Areas World Administrative Divisions,United States,United States,États-Unis,http://gadm.org/,,"38.8833,-77.0167",38.8833,-77.0167
Massachusetts Geological Survey,United States,United States,États-Unis,http://geo.umass.edu/stategeologist/,,"42.37361,-71.11056",42.37361,-71.11056
Geocommons,Geoiq,United States,États-Unis,http://geocommons.com,"Online community of open geospatial data, visualizations and analysis.","34.0527791,-117.1857895",34.0527791,-117.1857895
United Nations Environment Programme,United Nations,United States,États-Unis,http://geodata.grid.unep.ch,,"40.7490,-73.9680",40.749,-73.968
New Mexico Bureau Of Geology And Mineral Resources,United States,United States,États-Unis,http://geoinfo.nmt.edu,,"34.0668,-106.9056",34.0668,-106.9056
Arkansas Geological Survey,United States,United States,États-Unis,http://geology.ar.gov,,"34.7467,-92.2889",34.7467,-92.2889
Utah Geological Survey,United States,United States,États-Unis,http://geology.utah.gov/,,"38.20000,-111.16667",38.2,-111.16667
United Nations Spatial Data Infrastructure - Netherlands Coordination Office,United Nations,United States,États-Unis,http://geomatics.nlr.nl/unsdi/srv,,"40.7490,-73.9680",40.749,-73.968
Geonames,United States,United States,États-Unis,http://geonames.org/,,"38.8833,-77.0167",38.8833,-77.0167
Fgdc Geoplatform,United States,United States,États-Unis,http://geoplatform.gov,,"38.8951,-77.0367",38.8951,-77.0367
Arkansas Geostar,United States,United States,États-Unis,http://geostor.arkansas.gov,,"34.7467,-92.2889",34.7467,-92.2889
University Of Washington: Global Health Data Exchange,United States,United States,États-Unis,http://ghdx.org,,"47.6550,-122.3080",47.655,-122.308
Alabama Geographic Information System,United States,United States,États-Unis,http://gis.alabama.gov,,"32.36167,-86.27917",32.36167,-86.27917
"Atllanta, Ga - Gis",United States,United States,États-Unis,http://gis.atlantaga.gov/,,"33.7550,-84.3900",33.755,-84.39
"Calhoun County, Al Revenue Department",United States,United States,États-Unis,http://gis.calhouncounty.org,,"33.7694,-85.8208",33.7694,-85.8208
"Orange, Ca - Gis Data",United States,United States,États-Unis,http://gis.cityoforange.org,,"33.8031,-117.8325",33.8031,-117.8325
"Craven County, Nc",United States,United States,États-Unis,http://gis.cravencountync.gov/default.aspx,,"35.1092,-77.0692",35.1092,-77.0692
"Glendale, Az - Gis Portal",United States,United States,États-Unis,http://gis.glendaleaz.com,,"33.5386,-112.1864",33.5386,-112.1864
Honolulu Land Information System,United States,United States,États-Unis,http://gis.hicentral.com/,,"21.39750,-157.73944",21.3975,-157.73944
Idaho Geospatial Office,United States,United States,États-Unis,http://gis.idaho.gov,,"43.61667,-116.20000",43.61667,-116.2
"Marin County, Ca Geographic Information System",United States,United States,États-Unis,http://gis.marinpublic.com,,"38.0400,-122.7400",38.04,-122.74
"Mesa, Az - Maps/gis",United States,United States,États-Unis,http://gis.mesaaz.gov/,,"33.4150,111.8314",33.415,111.8314
"Montgomery County, Al - Arcgis",United States,United States,États-Unis,http://gis.montgomeryal.gov/arcgis/rest/services,,"32.2192,-86.2094",32.2192,-86.2094
Mississippi Geospatial Clearinghouse,United States,United States,États-Unis,http://gis.ms.gov,,"32.29889,-90.18472",32.29889,-90.18472
"Napa County, Ca - Gis Data",United States,United States,États-Unis,http://gis.napa.ca.gov/giscatalog/catalog_xml.asp,,"38.5000,-122.3200",38.5,-122.32
Ny Gis Clearinghouse,United States,United States,États-Unis,http://gis.ny.gov,,"42.65250,-73.75722",42.6525,-73.75722
"Shelby County, Al - Arcgis",United States,United States,États-Unis,http://gis.shelbyal.com/arcgis/,,"33.2653,-86.6678",33.2653,-86.6678
Utah Automated Geographic Reference Center,United States,United States,États-Unis,http://gis.utah.gov/,,"38.20000,-111.16667",38.2,-111.16667
"Charleston, Sc Open Data",United States,United States,États-Unis,http://gis/gazetteer.charleston-sc.gov/dataportal/,,"32.7833,-79.9333",32.7833,-79.9333
"Honolulu, Hi Land Information System",United States,United States,États-Unis,http://gis/gazetteer.hicentral.com/,,"21.3000,-157.8167",21.3,-157.8167
"Westchester County, Ny Gis Data",United States,United States,États-Unis,http://giswww.westchestergov.com/wcgis/datawarehouse.htm,,"41.1500,-73.7667",41.15,-73.7667
"Atlanta, Ga Open Data",United States,United States,États-Unis,http://govathon.com,,"33.7550,-84.3900",33.755,-84.39
Esri Geoportal Server Open Source,"Esri, Inc.",United States,États-Unis,http://gptogc.esri.com/geoportal,Free sample catalog built using the open source Esri Geoportal Server ([This link](http://esriurl.com/geoportalserver)).,"34.0527791,-117.1857895",34.0527791,-117.1857895
Greater Portland - Regional Data,United States,United States,États-Unis,http://greaterportlandinc.com/regional-data,,"45.5200,-122.6819",45.52,-122.6819
Open Grocery Database Project,United States,United States,États-Unis,http://grocery.com/open-grocery-database-project/,,"33.9131814,-118.3635771",33.9131814,-118.3635771
Sun Database,United States,United States,États-Unis,http://groups.csail.mit.edu/vision/sun/,,"42.3598,-71.0921",42.3598,-71.0921
Geological Survey Of Alabama,United States,United States,États-Unis,http://gsa.state.al.us/,,"32.36167,-86.27917",32.36167,-86.27917
California Department Of Public Health Open Data,United States,United States,États-Unis,http://health.data.ca.gov,,"38.55556,-121.46889",38.55556,-121.46889
New York,United States,United States,États-Unis,http://health.data.ny.gov/,,"42.65250,-73.75722",42.6525,-73.75722
Us Health & Human Services,United States,United States,États-Unis,http://healthmeasures.aspe.hhs.gov,,"38.8951,-77.0367",38.8951,-77.0367
"Hennepin County, Mn - Gis Open Data",United States,United States,États-Unis,http://hennepin.us/your-government/open-government/gis-open-data,,"45.0000,-93.4700",45,-93.47
Department Of State - Humanitarian Information Unit,United States,United States,États-Unis,http://hiu.state.gov/,,"38.8951,-77.0367",38.8951,-77.0367
Boston Gis Data Hub,City Of Boston,United States,États-Unis,http://hubmaps1.cityofboston.gov/datahub/,,"42.3584308,-71.0597732",42.3584308,-71.0597732
"Humboldt County, Ca - Gis/maps",United States,United States,États-Unis,http://humboldtgov.org/201/maps-gis-data,,"40.8000,-123.8000",40.8,-123.8
"Huntsville, Al Gis",United States,United States,États-Unis,http://huntsvilleal.gov/gis/,,"34.7300,-86.5850",34.73,-86.585
Inter-university Consortium For Political And Social Research (icpsr),United States,United States,États-Unis,http://icpsr.umich.edu/icpsrweb/icpsr/,,"42.2828,-83.7347",42.2828,-83.7347
Idaho Geological Survey,United States,United States,États-Unis,http://idahogeology.org,,"43.61667,-116.20000",43.61667,-116.2
International Food Policy Research Institute,International Organizations,United States,États-Unis,http://ifpri.org/datasets,,"38.8951,-77.0367",38.8951,-77.0367
Indiana Geological Survey,United States,United States,États-Unis,http://igs.indiana.edu,,"39.791,-86.148",39.791,-86.148
Insititure Of International Education,International Organizations,United States,États-Unis,http://iie.org/research-and-publications/open-doors/data,,"40.7127,-74.0059",40.7127,-74.0059
International Monetary Fund - Data & Statistics,International Organizations,United States,États-Unis,http://imf.org/external/data.htm,,"38.8951,-77.0367",38.8951,-77.0367
Open Data Index,United States,United States,États-Unis,http://index.okfn.org/,,"38.8833,-77.0167",38.8833,-77.0167
International Steering Committee For Global Mapping,United Nations,United States,États-Unis,http://iscgm.org/gmd/,,"40.7490,73.9680",40.749,73.968
Illinois State Geological Survey,United States,United States,États-Unis,http://isgs.uiuc.edu,,"40.1105,-88.2284",40.1105,-88.2284
"Jersey City, Nj Data Portal",United States,United States,États-Unis,http://jerseycitynj.gov/data.aspx,,"40.7140,-74.0710",40.714,-74.071
Kansas Gis,United States,United States,États-Unis,http://kansasgis.org,,"39.05583,-95.68944",39.05583,-95.68944
Kansas Department Of Administration,United States,United States,États-Unis,http://kanview.ks.gov/,,"39.05583,-95.68944",39.05583,-95.68944
Kansas Applied Remote Sensing,United States,United States,États-Unis,http://kars.ku.edu/geodata,,"38.9581,-95.2478",38.9581,-95.2478
Kansas Geological Survey,United States,United States,États-Unis,http://kgs.ku.edu,,"38.9581,-95.2478",38.9581,-95.2478
"King County, Wa - Gis",United States,United States,États-Unis,http://kingcounty.gov/operations/gis.aspx,,"47.4700,-121.8400",47.47,-121.84
Kentucky Geonet,United States,United States,États-Unis,http://kygeonet.ky.gov/,,"38.197,-84.863",38.197,-84.863
Alaska Department Of Labor And Workforce Development - Research And Analysis,United States,United States,États-Unis,http://laborstats.alaska.gov,,"32.36167,-86.27917",32.36167,-86.27917
"Las Vegas, Nv Open Data",United States,United States,États-Unis,http://lasvegas.opendata.junar.com/home/,,"36.1215,-115.1739",36.1215,-115.1739
La Times - Datadesk For Los Angeles County,United States,United States,États-Unis,http://latimes.com/local/datadesk/,,"34.0500,-118.2500",34.05,-118.25
Loiusiana Geological Survey,United States,United States,États-Unis,http://lgs.lsu.edu,,"30.4145,-91.1783",30.4145,-91.1783
Maine Geological Survey,United States,United States,États-Unis,http://maine.gov/dacf/mgs,,"44.31056,-69.78000",44.31056,-69.78
"Sitka, Ak - Gis Data",United States,United States,États-Unis,http://mainstreetmaps.com/ak/sitka,,"57.0516,-135.3386",57.0516,-135.3386
Louisiana Gis Portal,United States,United States,États-Unis,http://map.la.gov/,,"30.44861,-91.12583",30.44861,-91.12583
Boston Metropolitan Area Planning Commission - Data Services,United States,United States,États-Unis,http://mapc.org/data-services,,"42.3581,-71.0636",42.3581,-71.0636
"Arvada, Co - Arcgis",United States,United States,États-Unis,http://maps.arvada.org/arcgis,,"39.8200,-105.1111",39.82,-105.1111
"Kern County, Ca - Arcgis",United States,United States,États-Unis,http://maps.co.kern.ca.us/arcgis/rest/services,,"35.3400,-118.7200",35.34,-118.72
"Mecklenburg County, Nc Gis",United States,United States,États-Unis,http://maps.co.mecklenburg.nc.us/openmapping/,,"35.2500,-80.8300",35.25,-80.83
"New Hanover County, Nc",United States,United States,États-Unis,http://maps.nhcgov.com,,"34.1800,-77.8600",34.18,-77.86
"Lynchburg, Va Gis Data",United States,United States,États-Unis,http://mapviewer.lynchburgva.gov/downloads,,"37.4037,-79.1702",37.4037,-79.1702
Missouri Accountability Portal (map),United States,United States,États-Unis,http://mapyourtaxes.mo.gov,,"38.5791,-92.1730",38.5791,-92.173
Map Your Taxes - Missouri Accountability Portal,"Office Of Administration, Missouri",United States,États-Unis,http://mapyourtaxes.mo.gov/map/portal/default.aspx,"The MAP site is presented to the citizens of Missouri as a single point of reference to review how their money is being spent and other pertinent information related to the enforcement of government programs.  As you browse the MAP site you will be able to view information about state agency expenditures, the distribution of economic development tax credits, state employee pay information, and revenues and expenditures related to the American Recovery and Reinvestment Act of 2009. 

The data on the MAP site is updated each business day. New features are added as they become available. Please visit the site frequently for new information.
","29.6185669,-95.5377215",29.6185669,-95.5377215
Marine Geoscience Data System,United States,United States,États-Unis,http://marine-geo.org,,"40.8075,-73.9619",40.8075,-73.9619
"Matanuska-susitna Borough, Ak Gis",United States,United States,États-Unis,http://matsugov.us/it/gis/,,"62.4000,-149.5800",62.4,-149.58
Maxmind,United States,United States,États-Unis,http://maxmind.com/en/opensource,,"38.8833,-77.0167",38.8833,-77.0167
Montana Bureau Of Mines And Geology,United States,United States,États-Unis,http://mbmg.mtech.edu/,,"47.0000,-110.0000",47,-110
"Twin Cities Metropolitan Region, Mn",United States,United States,États-Unis,http://metrocouncil.org/data-and-maps.aspx,,"44.9500,-93.2000",44.95,-93.2
Maryland Geological Survey,United States,United States,États-Unis,http://mgs.md.gov/,,"38.97278,-76.50111",38.97278,-76.50111
"Miami-dade County, Fl - Public Data",United States,United States,États-Unis,http://miamidade.gov/transparency/public-data.asp,,"25.7877,-80.2241",25.7877,-80.2241
Mid-atlantic Ocean Data Portal,United States,United States,États-Unis,http://midatlanticocean.org/data-portal,,"38.9725304,-76.5397139",38.9725304,-76.5397139
Minnesota Geological Survey,United States,United States,États-Unis,http://mngs.umn.edu,,"44.97528,-93.23417",44.97528,-93.23417
"Monterey County, Ca - Gis Open Data",United States,United States,États-Unis,http://montereycountyopendata.montereyco.opendata.arcgis.com,,"36.2400,-121.3100",36.24,-121.31
Nasdaq Us Stock Exchanges,United States,United States,États-Unis,http://nasdaq.com/screening/company-list.aspx,,"38.8833,-77.0167",38.8833,-77.0167
New America Foundation Us Drone Attacks,United States,United States,États-Unis,http://natsec.newamerica.net/drones/pakistan/analysis,,"38.8951,-77.0367",38.8951,-77.0367
Natural Earth Maps,United States,United States,États-Unis,http://naturalearthdata.com/,,"38.8833,-77.0167",38.8833,-77.0167
Nevada Bureau Of Mines And Geology,United States,United States,États-Unis,http://nbmg.unr.edu,,"39.5458,-119.8167",39.5458,-119.8167
West Virginia Health Data Portal,United States,United States,États-Unis,http://ncahd.org/wvhealthdataportal/,,"38.3361,-81.6119",38.3361,-81.6119
Noaa National Climate Data Center,United States,United States,États-Unis,http://ncdc.noaa.gov/cdo-web/webservices/v2,,"38.8951,-77.0367",38.8951,-77.0367
National Center For Education Statistics,United States,United States,États-Unis,http://nces.ed.gov/datatools/,,"38.8951,-77.0367",38.8951,-77.0367
Usda National Nutrient Database,United States,United States,États-Unis,http://ndb.nal.usda.gov/ndb/,,"38.8951,-77.0367",38.8951,-77.0367
National Geographic Survey - State Plane Coordinates,United States,United States,États-Unis,http://ngs.noaa.gov/tools/spc.shtml,,"38.8951,-77.0367",38.8951,-77.0367
New Hampshire Open Data,United States,United States,États-Unis,http://nhopengov.org/,,"43.20667,-71.53806",43.20667,-71.53806
New Jersey Geographic Information Network,United States,United States,États-Unis,http://njgin.state.nj.us,,"43.20667,-71.53806",43.20667,-71.53806
Northeast Ocean Data,United States,United States,États-Unis,http://northeastoceandata.org,,"45.1991091,-71.2577102",45.1991091,-71.2577102
Montana Gis,United States,United States,États-Unis,http://nris.mt.gov/gis/,,"46.59556,-112.02694",46.59556,-112.02694
California Department Of Fish And Wild Life Data Portal,United States,United States,États-Unis,http://nrm.dfg.ca.gov,,"38.55556,-121.46889",38.55556,-121.46889
National Snow & Ice Data Center,United States,United States,États-Unis,http://nsidc.org/data,,"40.0067,-105.2672",40.0067,-105.2672
National Weather Service,United States,United States,États-Unis,http://nws.noaa.gov/gis/,,"38.8951,-77.0367",38.8951,-77.0367
Nyc Department Of Planning - Bytes Of The Big Apple,United States,United States,États-Unis,http://nyc.gov/html/dcp/html/bytes/applbyte.shtml,,"42.65250,-73.75722",42.6525,-73.75722
"New York City, Ny Open Data",United States,United States,États-Unis,http://nycopendata.socrata.com/,,"40.7127,-74.0059",40.7127,-74.0059
New York State Museum - New York Geological Survey,United States,United States,États-Unis,http://nysm.nysed.gov/nysgs,,"42.6483,-73.7617",42.6483,-73.7617
Open Access Directory,United States,United States,États-Unis,http://oad.simmons.edu,,"42.3398,-71.1002",42.3398,-71.1002
Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal,United Nations,United States,États-Unis,http://oceandataportal.net/portal,,"40.7490,-73.9680",40.749,-73.968
Oregon Climate Service,United States,United States,États-Unis,http://ocs.orst.edu/,,"44.9385,-123.0304",44.9385,-123.0304
Oklahoma Geological Survey,United States,United States,États-Unis,http://ogs.ou.edu,,"35.2086,-97.4458",35.2086,-97.4458
Alabama Open Data,United States,United States,États-Unis,http://open.alabama.gov/,,"32.36167,-86.27917",32.36167,-86.27917
Open Fda Adverse Drug Events,United States,United States,États-Unis,http://open.fda.gov/drug/event/,,"38.8951,-77.0367",38.8951,-77.0367
Nevada Open Data,United States,United States,États-Unis,http://open.nv.gov,,"39.1641,-119.7663",39.1641,-119.7663
"Regina, Saskatchewan",City Of Regina,United States,États-Unis,http://open.regina.ca/,You may send [feedback](opengov@regina.ca) and [request datasets](http://openregina1.cloudapp.net/Request/Index/).,"50.45008005,-104.61779794",50.45008005,-104.6177979
South Dakota Open Data,United States,United States,États-Unis,http://open.sd.gov/,,"44.3672,-100.3464",44.3672,-100.3464
United Nations Development Programme,United Nations,United States,États-Unis,http://open.undp.org,,"40.7490,-73.9680",40.749,-73.968
Open Addresses,United States,United States,États-Unis,http://openaddresses.io,,"38.8833,-77.0167",38.8833,-77.0167
Open Ag Data Alliance (data Standards For Farmers),United States,United States,États-Unis,http://openag.io/,,"38.8951,-77.0367",38.8951,-77.0367
Arizona Open Data,United States,United States,États-Unis,http://openbooks.az.gov,,"34.54167,-112.46944",34.54167,-112.46944
Maine Open Data,United States,United States,États-Unis,http://opencheckbook.maine.gov/transparency,,"44.31056,-69.78000",44.31056,-69.78
Open Data Minneapolis,United States,United States,États-Unis,http://opendata.minneapolismn.gov,,"44.9833,-93.2667",44.9833,-93.2667
Socrata Open Source Portal For Data,United States,United States,États-Unis,http://opendata.socrata.com/,,"38.8833,-77.0167",38.8833,-77.0167
"Asheville, Nc Open Data",United States,United States,États-Unis,http://opendatacatalog.ashevillenc.gov/,,"35.5800,-82.5558",35.58,-82.5558
Open Door Kentucky,United States,United States,États-Unis,http://opendoor.ky.gov,,"30.44861,-91.12583",30.44861,-91.12583
Kansas Transparency,United States,United States,États-Unis,http://opendoor.ky.gov/,,"38.197,-84.863",38.197,-84.863
Opendoor Kentucky,State of Kentucky,United States,États-Unis,http://opendoor.ky.gov/transparency/pages/default.aspx,Kentucky's Financial Transparency Portal.,"37.5003439,-85.2502384",37.5003439,-85.2502384
Open Energy Information,International Organizations,United States,États-Unis,http://openei.org,,"38.4497049,-76.0915907",38.4497049,-76.0915907
Open Flights Airflight Data,United States,United States,États-Unis,http://openflights.org/data.html,,"38.8833,-77.0167",38.8833,-77.0167
Opengeocode Data Portal And Aggregated Datasets,United States,United States,États-Unis,http://opengeocode.org,,"38.8833,-77.0167",38.8833,-77.0167
"Regina, Ca Open Data",United States,United States,États-Unis,http://openregina.cloudapp.net/,,"50.4547,-104.6067",50.4547,-104.6067
Open Science Data Cloud Public Data,United States,United States,États-Unis,http://opensciencedatacloud.org/publicdata/,,"38.8833,-77.0167",38.8833,-77.0167
Legislation Open Data,United States,United States,États-Unis,http://openstates.org/,,"38.8833,-77.0167",38.8833,-77.0167
Openstreetmap Foundation,United States,United States,États-Unis,http://openstreetmap.org,,"38.8833,-77.0167",38.8833,-77.0167
Open Topography - University Of California,United States,United States,États-Unis,http://opentopography.org,,"37.8700,-122.2590",37.87,-122.259
Oregon Department Of Geology And Mineral Resources,United States,United States,États-Unis,http://oregongeology.org,,"44.9385,-123.0304",44.9385,-123.0304
"Portland, Or - Metro’s Regional Land Information System",United States,United States,États-Unis,http://oregonmetro.gov/rlis-live,,"45.5200,-122.6819",45.52,-122.6819
Damodaran Online - Corporate Finance Datasets,United States,United States,États-Unis,http://pages.stern.nyu.edu/~adamodar/new_home_page/data.html,,"40.7300,-73.9950",40.73,-73.995
Pew Research Internet Project,United States,United States,États-Unis,http://pewinternet.org/datasets/,,"38.8951,-77.0367",38.8951,-77.0367
"Pitt County, Nc - Public Data",United States,United States,États-Unis,http://pittcountync.gov/apps/publicdataportal/,,"35.5900,-77.3800",35.59,-77.38
National Public Radio - Accessible Playgrounds,United States,United States,États-Unis,http://playgroundsforeveryone.com/,,"38.8951,-77.0367",38.8951,-77.0367
"Arlington County, Va - Crime Reports",United States,United States,États-Unis,http://police.arlingtonva.us/incident-tracking/,,"38.8803,-77.1083",38.8803,-77.1083
"Sacramento, Ca Open Data",United States,United States,États-Unis,http://portal.cityofsacramento.org/opendata,,"38.5556,-121.4689",38.5556,-121.4689
California Geoportal,United States,United States,États-Unis,http://portal.gis.ca.gov/geoportal/catalog/main/home.page,,"38.55556,-121.46889",38.55556,-121.46889
Portland-vancouver Metropolitan Region Transportation Archive (portal),United States,United States,États-Unis,http://portal.its.pdx.edu,,"45.5200,-122.6819",45.52,-122.6819
"Louisville, Ky Open Data",United States,United States,États-Unis,http://portal.louisvilleky.gov,,"38.2500,-85.7667",38.25,-85.7667
Sangis/sandag Gis Data Warehouse,United States,United States,États-Unis,http://rdw.sandag.org,,"32.7150,-117.1625",32.715,-117.1625
"Solano County, Ca Regional Gis",United States,United States,États-Unis,http://regis.solanocounty.com,,"38.2700,-121.9400",38.27,-121.94
Bureau Of Transportation Statistics,United States,United States,États-Unis,http://rita.dot.gov/bts/sites/rita.dot.gov.bts/files/subject_areas/geographic_information_services/index.html,,"38.8994614,-77.0846064",38.8994614,-77.0846064
"Riverside, Ca Open Data",United States,United States,États-Unis,http://riversideca.gov/transparency/data,,"33.9481,-117.3961",33.9481,-117.3961
"Sacremento County, Ca - Gis",United States,United States,États-Unis,http://sacgis.org,,"38.4500,-121.3500",38.45,-121.35
Ftc Safe Harbor,United States,United States,États-Unis,http://safeharbor.export.gov/list.aspx,,"38.8951,-77.0367",38.8951,-77.0367
Nielson Institute - Sage - Historical Crop Lands,United States,United States,États-Unis,http://sage.wisc.edu/download/crop1700/hist_croplands.html,,"43.0750,-89.4172",43.075,-89.4172
Substance Abuse And Mental Health Service Administration,United States,United States,États-Unis,http://samhsa.gov/data,,"38.8951,-77.0367",38.8951,-77.0367
Scott Manning - Population Estimates < 10k Bc,United States,United States,États-Unis,http://scottmanning.com/content/year-by-year-world-population-estimates/,,"39.9500,-75.1667",39.95,-75.1667
San Diego Apps Challenge Data,San Diego Apps Challenge,United States,États-Unis,http://sdappschallenge.com/details/data,A list of datasets made available by the City of San Diego and other partner organisations for the San Diego Apps Challenge in Feb 2012.,"32.7153292,-117.1572551",32.7153292,-117.1572551
Geological Survey Program,United States,United States,États-Unis,http://sdgs.usd.edu,,"42.7860,-96.9253",42.786,-96.9253
"San Joaquin County, Ca - Gis",United States,United States,États-Unis,http://sjmap.org/,,"37.9300,-121.2700",37.93,-121.27
Nebraska - Conservation And Survey Division,United States,United States,États-Unis,http://snr.unl.edu/csd/,,"40.8175,-96.7014",40.8175,-96.7014
Noaa: Science On A Sphere,United States,United States,États-Unis,http://sos.noaa.gov/datasets/,,"38.8951,-77.0367",38.8951,-77.0367
Oregon Spatial Data Library,United States,United States,États-Unis,http://spatialdata.oregonexplorer.info/gpt9/catalog/main/home.page,,"44.9385,-123.0304",44.9385,-123.0304
Maryland Open Data,United States,United States,États-Unis,http://spending.dbm.maryland.gov,,"38.97278,-76.50111",38.97278,-76.50111
Vermont Transparency,United States,United States,États-Unis,http://spotlight.vermont.gov/,,"44.25000,-72.56667",44.25,-72.56667
Social Security Agency - Babynames,United States,United States,États-Unis,http://ssa.gov/oact/babynames,,"38.8951,-77.0367",38.8951,-77.0367
University Of Maryland - Global Land Cover Facility,United States,United States,États-Unis,http://staff.glcf.umd.edu/sns/branch/htdocs.sns/,,"38.9875,-76.94",38.9875,-76.94
New Jersey Water And Geological Survey,United States,United States,États-Unis,http://state.nj.us/dep/njgs/,,"43.20667,-71.53806",43.20667,-71.53806
New Jersey Dept. Of Transportation - Gis,United States,United States,États-Unis,http://state.nj.us/transportation/gis,,"43.20667,-71.53806",43.20667,-71.53806
Organization Of Economic Cooperation And Development,United Nations,United States,États-Unis,http://stats.oecd.org/,,"40.7490,-73.9680",40.749,-73.968
"St. Clair County, Al",United States,United States,États-Unis,http://stclairco.com/index.php?submenu=gis_services&src=gendocs&link=gis_services&category=gis,,"33.7158,-86.3181",33.7158,-86.3181
"St. Louis, Mo Open Data",United States,United States,États-Unis,http://stlouis-mo.gov/data/,,"38.6272,-90.1978",38.6272,-90.1978
Tennessee Geological Survey,United States,United States,États-Unis,http://tn.gov/environment/geology,,"36.1658,-86.7842",36.1658,-86.7842
Tennessee Transparency,United States,United States,États-Unis,http://tn.gov/opengov/,,"36.1658,-86.7842",36.1658,-86.7842
Arkansas Transparency,United States,United States,États-Unis,http://transparency.arkansas.gov,,"34.7467,-92.2889",34.7467,-92.2889
Transparency Connecticut,United States,United States,États-Unis,http://transparency.ct.gov,,"41.76250,-72.67417",41.7625,-72.67417
Conneticut Transparency Website,The Office Of Fiscal Analysis (ofa),United States,États-Unis,http://transparency.ct.gov/html/main.asp,"This site was created in accordance with Public Act 10-155, An Act Requiring the Establishment of a Searchable Database for State Expenditures. This Public Act requires the Office of Fiscal Analysis to establish and maintain a website for the purpose of posting state agency expenditures, including contracts and grants.

The Office of Fiscal Analysis (OFA) is a nonpartisan office that supports the Connecticut General Assembly. To read more about us, please visit our website at <http://www.cga.ct.gov/ofa/>.","41.5184517,-73.3179335",41.5184517,-73.3179335
Delaware Transparency Resources,United States,United States,États-Unis,http://transparency.delaware.gov,,"39.0000,-75.5000",39,-75.5
Montana Transparency,United States,United States,États-Unis,http://transparency.mt.gov,,"46.59556,-112.02694",46.59556,-112.02694
Ohio Transparency,United States,United States,États-Unis,http://transparency.ohio.gov,,"39.9614,-82.9989",39.9614,-82.9989
West Virginia Transparency,United States,United States,États-Unis,http://transparencywv.org,,"38.3361,-81.6119",38.3361,-81.6119
Idaho Transparency Data,United States,United States,États-Unis,http://transparent.idaho.gov,,"43.61667,-116.20000",43.61667,-116.2
Union Of Concerned Scientists,United States,United States,États-Unis,http://ucsusa.org/nuclear_weapons_and_global_security/solutions/space-weapons/ucs-satellite-database.html,,"38.8951,-77.0367",38.8951,-77.0367
Utah Department Of Transportation Data Portal,United States,United States,États-Unis,http://udot.utah.gov/ugate,,"38.20000,-111.16667",38.2,-111.16667
Unesco Institute For Statistics,United Nations,United States,États-Unis,http://uis.unesco.org,,"40.7490,-73.9680",40.749,-73.968
Kentucky Geological Survey,United States,United States,États-Unis,http://uky.edu/kgs/,,"38.02972,-84.49472",38.02972,-84.49472
Un Databases,United Nations,United States,États-Unis,http://un.org/en/databases/,,"40.7490,-73.9680",40.749,-73.968
United Nations Aids,United Nations,United States,États-Unis,http://unaids.org/en/dataanalysis/,,"40.7490,-73.9680",40.749,-73.968
Undp Country Climate Data Profiles,United Nations,United States,États-Unis,http://undp.org/content/undp/en/home/librarypage/environment-energy/climate_change/adaptation/undp_climate_changecountryprofiles.html,,"40.7490,-73.9680",40.749,-73.968
Un Economic Commission For Africa - African Centre For Statistics,United Nations,United States,États-Unis,http://uneca.org/acs,,"40.7490,-73.9680",40.749,-73.968
Unesco Atlas Of The World's Languages In Danger,United Nations,United States,États-Unis,http://unesco.org/culture/languages-atlas/index.php,,"40.7490,73.9680",40.749,73.968
Unicef,United Nations,United States,États-Unis,http://unicef.org/statistics/,,"40.7490,-73.9680",40.749,-73.968
United Nations Statistics Division,United Nations,United States,États-Unis,http://unstats.un.org,,"40.7490,-73.9680",40.749,-73.968
United Nations Group Of Experts On Geographical Names,United Nations,United States,États-Unis,http://unstats.un.org/unsd/geoinfo/ungegn/geonames.html,,"40.7490,-73.9680",40.749,-73.968
United Nations Multilingual Terminology Database,United Nations,United States,États-Unis,http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/$searchform?searchview,,"40.7490,-73.9680",40.749,-73.968
